CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLR_GRAD,CAMP_HSD,CAMP_HSR_GRAD,CAMP_ECND,CAMP_ECNN_GRAD,CAMP_NECND,CAMP_NECNN_GRAD,REGION_TYPE,PREPATORY
030901001,Cross Plains H S,030901,Cross Plains ISD,030,Callahan County,14,Abilene,21,100,5,100,14,14,7,7,1,1
030902001,Clyde H S,030902,Clyde CISD,030,Callahan County,14,Abilene,106,100,18,100,38,38,68,68,1,1
030903001,Baird H S,030903,Baird ISD,030,Callahan County,14,Abilene,22,96,5,100,12,11,10,10,1,1
030906001,Eula H S,030906,Eula ISD,030,Callahan County,14,Abilene,32,100,0,0,14,14,18,18,1,1
031901001,Hanna Early College H S,031901,Brownsville ISD,031,Cameron County,01,Edinburg,536,92,526,93,433,393,103,102,1,1
031901002,Porter Early College H S,031901,Brownsville ISD,031,Cameron County,01,Edinburg,409,95,407,95,392,371,17,17,1,1
031901003,Pace Early College H S,031901,Brownsville ISD,031,Cameron County,01,Edinburg,419,97,417,97,384,372,35,35,1,1
031901004,Rivera Early College H S,031901,Brownsville ISD,031,Cameron County,01,Edinburg,454,93,0,92,382,350,72,70,1,1
031901007,Lopez Early College H S,031901,Brownsville ISD,031,Cameron County,01,Edinburg,467,90,467,90,445,399,22,21,1,1
031901008,Brownsville Early College H S,031901,Brownsville ISD,031,Cameron County,01,Edinburg,74,100,0,100,69,69,5,5,1,1
031901009,Veterans Memorial Early College H,031901,Brownsville ISD,031,Cameron County,01,Edinburg,369,97,367,97,238,230,131,129,1,1
031903001,Harlingen H S,031903,Harlingen CISD,031,Cameron County,01,Edinburg,649,94,604,94,508,475,141,134,1,1
031903002,Harlingen H S - South,031903,Harlingen CISD,031,Cameron County,01,Edinburg,536,95,490,96,389,368,147,142,1,1
031903005,Early College H S,031903,Harlingen CISD,031,Cameron County,01,Edinburg,63,100,59,100,34,34,29,29,1,1
031903008,Harlingen School Of Health Profess,031903,Harlingen CISD,031,Cameron County,01,Edinburg,64,100,58,100,39,39,25,25,1,1
031905001,La Feria H S,031905,La Feria ISD,031,Cameron County,01,Edinburg,230,97,223,97,183,177,47,46,1,1
031905002,La Feria Academy,031905,La Feria ISD,031,Cameron County,01,Edinburg,36,83,0,82,0,0,0,0,1,1
031906001,Los Fresnos H S,031906,Los Fresnos CISD,031,Cameron County,01,Edinburg,832,93,804,93,687,642,145,133,1,1
031909001,Port Isabel H S,031909,Point Isabel ISD,031,Cameron County,01,Edinburg,160,90,147,89,128,112,32,32,1,1
031911001,Rio Hondo H S,031911,Rio Hondo ISD,031,Cameron County,01,Edinburg,146,95,142,94,116,108,30,30,1,1
031912001,San Benito H S,031912,San Benito CISD,031,Cameron County,01,Edinburg,614,96,608,96,517,494,97,94,1,1
031912003,Cameron Co JJAEP,031912,San Benito CISD,031,Cameron County,01,Edinburg,0,0,0,0,0,0,0,0,1,1
031912009,Gateway To Graduation Academy,031912,San Benito CISD,031,Cameron County,01,Edinburg,113,59,0,60,103,59,10,8,1,1
031912201,Hester Juvenile Detent,031912,San Benito CISD,031,Cameron County,01,Edinburg,7,0,7,0,7,0,0,0,1,1
031913001,Santa Maria H S,031913,Santa Maria ISD,031,Cameron County,01,Edinburg,57,97,0,96,0,0,0,0,1,1
031913007,Santa Maria Academic Academy-Optio,031913,Santa Maria ISD,031,Cameron County,01,Edinburg,8,50,8,50,8,4,0,0,1,1
031914001,Santa Rosa H S,031914,Santa Rosa ISD,031,Cameron County,01,Edinburg,66,99,64,98,50,49,16,16,1,1
031916001,South Texas ISD World Scholars,031916,South Texas ISD,031,Cameron County,01,Edinburg,126,100,118,100,81,81,45,45,1,1
031916003,South Texas ISD Medical Profession,031916,South Texas ISD,031,Cameron County,01,Edinburg,188,97,183,97,141,135,47,47,1,1
031916004,South Texas ISD Health Professions,031916,South Texas ISD,031,Cameron County,01,Edinburg,169,100,136,100,95,95,74,74,1,1
031916005,South Texas ISD Science Academy,031916,South Texas ISD,031,Cameron County,01,Edinburg,149,99,116,100,65,64,84,84,1,1
032902002,Pittsburg H S,032902,Pittsburg ISD,032,Camp County,08,Mt Pleasant,171,99,66,99,124,122,47,47,1,1
033901001,Groom School,033901,Groom ISD,033,Carson County,16,Amarillo,14,100,0,0,0,0,0,0,1,1
033902001,Panhandle H S,033902,Panhandle ISD,033,Carson County,16,Amarillo,53,100,0,0,10,10,43,43,1,1
033904001,White Deer H S,033904,White Deer ISD,033,Carson County,16,Amarillo,20,100,0,NA,5,5,15,15,1,1
034901001,Atlanta H S,034901,Atlanta ISD,034,Cass County,08,Mt Pleasant,118,99,7,100,60,59,58,58,1,1
034902001,Avinger School,034902,Avinger ISD,034,Cass County,08,Mt Pleasant,13,100,0,0,8,8,5,5,1,1
034903001,Hughes Springs H S,034903,Hughes Springs ISD,034,Cass County,08,Mt Pleasant,71,100,0,100,41,41,30,30,1,1
034905002,Linden-Kildare H S,034905,Linden-Kildare CISD,034,Cass County,08,Mt Pleasant,58,98,0,0,30,29,28,28,1,1
034906001,McLeod H S,034906,McLeod ISD,034,Cass County,08,Mt Pleasant,25,100,0,NA,10,10,15,15,1,1
034907001,Queen City H S,034907,Queen City ISD,034,Cass County,08,Mt Pleasant,68,100,0,NA,38,38,30,30,1,1
034909001,Bloomburg School,034909,Bloomburg ISD,034,Cass County,08,Mt Pleasant,19,90,0,0,0,0,0,0,1,1
035901001,Dimmitt H S,035901,Dimmitt ISD,035,Castro County,16,Amarillo,74,96,64,95,46,43,28,28,1,1
035902001,Hart ISD,035902,Hart ISD,035,Castro County,16,Amarillo,12,83,0,82,0,0,0,0,1,1
035903001,Nazareth School,035903,Nazareth ISD,035,Castro County,16,Amarillo,13,100,0,0,0,0,0,0,1,1
036901001,Anahuac H S,036901,Anahuac ISD,036,Chambers County,04,Houston,73,97,23,100,33,31,40,40,2,1
036902001,Barbers Hill H S,036902,Barbers Hill ISD,036,Chambers County,04,Houston,373,98,108,98,78,75,295,291,2,1
036903001,East Chambers H S,036903,East Chambers ISD,036,Chambers County,05,Beaumont,114,99,38,97,54,53,60,60,1,1
037901001,Alto H S,037901,Alto ISD,037,Cherokee County,07,Kilgore,44,100,0,100,24,24,20,20,1,1
037904002,Jacksonville H S,037904,Jacksonville ISD,037,Cherokee County,07,Kilgore,335,94,183,95,268,253,67,62,1,1
037907002,Rusk H S,037907,Rusk ISD,037,Cherokee County,07,Kilgore,146,97,23,100,75,72,71,70,1,1
037908001,New Summerfield School,037908,New Summerfield ISD,037,Cherokee County,07,Kilgore,40,95,28,96,0,0,0,0,1,1
037909001,Wells H S,037909,Wells ISD,037,Cherokee County,07,Kilgore,15,100,0,0,8,8,7,7,1,1
038901001,Childress H S,038901,Childress ISD,038,Childress County,16,Amarillo,91,97,37,97,28,28,63,60,1,1
039902001,Henrietta H S,039902,Henrietta ISD,039,Clay County,09,Wichita Falls,63,95,11,91,15,15,48,45,1,1
039903001,Petrolia Junior High/High School,039903,Petrolia CISD,039,Clay County,09,Wichita Falls,35,94,0,0,15,13,20,20,1,1
039904001,Bellevue School,039904,Bellevue ISD,039,Clay County,09,Wichita Falls,11,91,0,NA,0,0,0,0,1,1
039905001,Midway School,039905,Midway ISD,039,Clay County,09,Wichita Falls,7,100,0,0,0,0,0,0,1,1
040901001,Morton School,040901,Morton ISD,040,Cochran County,17,Lubbock,23,91,20,90,15,13,8,8,1,1
040902001,Whiteface School,040902,Whiteface CISD,040,Cochran County,17,Lubbock,23,100,11,100,12,12,11,11,1,1
041901001,Bronte ISD,041901,Bronte ISD,041,Coke County,15,San Angelo,22,100,5,100,9,9,13,13,1,1
041902001,Robert Lee School,041902,Robert Lee ISD,041,Coke County,15,San Angelo,12,100,0,0,5,5,7,7,1,1
041902002,Fairview Accelerated,041902,Robert Lee ISD,041,Coke County,15,San Angelo,0,0,0,0,0,0,0,0,1,1
042901001,Coleman H S,042901,Coleman ISD,042,Coleman County,15,San Angelo,49,90,18,89,21,17,28,27,1,1
042903001,Santa Anna Secondary,042903,Santa Anna ISD,042,Coleman County,15,San Angelo,12,100,6,100,12,12,0,0,1,1
042905001,Panther Creek School,042905,Panther Creek CISD,042,Coleman County,15,San Angelo,12,92,0,0,0,0,0,0,1,1
043801001,Imagine International Academy Of N,043801,Imagine International Academy Of N,043,Collin County,10,Richardson,44,98,0,0,0,0,0,0,1,1
043901001,Allen H S,043901,Allen ISD,043,Collin County,10,Richardson,1644,97,223,97,275,258,1369,1341,1,1
043902001,Anna H S,043902,Anna ISD,043,Collin County,10,Richardson,224,91,74,88,112,102,112,101,1,1
043903001,Celina H S,043903,Celina ISD,043,Collin County,10,Richardson,205,98,48,100,37,36,168,165,1,1
043904001,Farmersville H S,043904,Farmersville ISD,043,Collin County,10,Richardson,118,97,30,97,43,40,75,74,1,1
043905001,Frisco H S,043905,Frisco ISD,043,Collin County,10,Richardson,383,95,99,89,86,78,297,285,1,1
043905002,Centennial H S,043905,Frisco ISD,043,Collin County,10,Richardson,476,98,62,97,43,42,433,425,1,1
043905005,Wakeland H S,043905,Frisco ISD,043,Collin County,10,Richardson,453,99,41,93,23,23,430,424,1,1
043905006,Liberty H S,043905,Frisco ISD,043,Collin County,10,Richardson,406,98,47,100,50,46,356,351,1,1
043905007,Heritage H S,043905,Frisco ISD,043,Collin County,10,Richardson,450,97,71,97,81,76,369,359,1,1
043905008,Lone Star H S,043905,Frisco ISD,043,Collin County,10,Richardson,486,98,88,98,94,90,392,388,1,1
043905009,Independence H S,043905,Frisco ISD,043,Collin County,10,Richardson,472,98,63,97,77,72,395,390,1,1
043905010,Reedy H S,043905,Frisco ISD,043,Collin County,10,Richardson,427,99,50,98,35,34,392,390,1,1
043905011,Lebanon Trail H S,043905,Frisco ISD,043,Collin County,10,Richardson,501,93,69,93,61,58,440,407,1,1
043907002,McKinney H S,043907,McKinney ISD,043,Collin County,10,Richardson,740,98,235,96,255,243,485,479,1,1
043907004,McKinney North H S,043907,McKinney ISD,043,Collin County,10,Richardson,520,98,128,98,127,126,393,382,1,1
043907005,Serenity High,043907,McKinney ISD,043,Collin County,10,Richardson,0,0,0,0,0,0,0,0,1,1
043907007,McKinney Boyd H S,043907,McKinney ISD,043,Collin County,10,Richardson,685,97,130,95,115,105,570,558,1,1
043908001,Melissa H S,043908,Melissa ISD,043,Collin County,10,Richardson,205,100,31,97,34,34,171,170,1,1
043910001,Plano Sr H S,043910,Plano ISD,043,Collin County,10,Richardson,1299,96,269,94,358,328,941,912,1,1
043910006,Plano East Sr H S,043910,Plano ISD,043,Collin County,10,Richardson,1190,97,327,96,383,372,807,778,1,1
043910008,Plano ISD Academy H S,043910,Plano ISD,043,Collin County,10,Richardson,90,100,16,100,10,10,80,80,1,1
043910010,Plano West Senior H S,043910,Plano ISD,043,Collin County,10,Richardson,1352,96,204,92,260,241,1092,1060,1,1
043911001,Princeton H S,043911,Princeton ISD,043,Collin County,10,Richardson,340,94,150,94,190,180,150,141,1,1
043912001,Prosper H S,043912,Prosper ISD,043,Collin County,10,Richardson,802,99,124,98,69,69,733,726,1,1
043914001,Wylie H S,043914,Wylie ISD,043,Collin County,10,Richardson,614,99,123,99,145,142,469,465,1,1
043914003,Wylie East H S,043914,Wylie ISD,043,Collin County,10,Richardson,405,99,129,100,129,128,276,273,1,1
043914004,Achieve Academy,043914,Wylie ISD,043,Collin County,10,Richardson,104,95,27,93,34,31,70,68,1,1
043917001,Blue Ridge H S,043917,Blue Ridge ISD,043,Collin County,10,Richardson,55,93,0,100,23,22,32,29,1,1
043918001,Community H S,043918,Community ISD,043,Collin County,10,Richardson,156,97,59,98,75,74,81,78,1,1
043919001,Lovejoy H S,043919,Lovejoy ISD,043,Collin County,10,Richardson,390,100,33,100,11,11,379,378,1,1
044902001,Wellington H S,044902,Wellington ISD,044,Collingsworth County,16,Amarillo,39,100,16,100,20,20,19,19,1,1
045902001,Columbus H S,045902,Columbus ISD,045,Colorado County,03,Victoria,104,95,42,91,48,45,56,54,1,1
045902002,Columbus Alternative School,045902,Columbus ISD,045,Colorado County,03,Victoria,8,100,0,0,0,0,0,0,1,1
045903001,Rice H S,045903,Rice CISD,045,Colorado County,03,Victoria,79,91,45,93,54,49,25,23,1,1
045903004,Rice Challenge Academy,045903,Rice CISD,045,Colorado County,03,Victoria,5,0,0,0,5,0,0,0,1,1
045905002,Weimar H S,045905,Weimar ISD,045,Colorado County,03,Victoria,50,98,11,100,22,22,28,27,1,1
046901001,New Braunfels H S,046901,New Braunfels ISD,046,Comal County,13,Austin,553,95,236,93,138,124,415,401,2,1
046901038,The NBISD Learning Center,046901,New Braunfels ISD,046,Comal County,13,Austin,109,96,59,98,52,50,57,55,2,1
046902001,Canyon H S,046902,Comal ISD,046,Comal County,20,San Antonio,574,96,235,93,176,159,398,390,2,1
046902002,Smithson Valley H S,046902,Comal ISD,046,Comal County,20,San Antonio,658,97,251,96,97,94,561,542,2,1
046902003,Canyon Lake H S,046902,Comal ISD,046,Comal County,20,San Antonio,228,97,60,98,86,80,142,140,2,1
046902007,Memorial Early College H S With St,046902,Comal ISD,046,Comal County,20,San Antonio,80,99,27,100,17,17,63,62,2,1
046902201,Comal Academy,046902,Comal ISD,046,Comal County,20,San Antonio,107,86,45,87,47,41,60,51,2,1
047901001,Comanche H S,047901,Comanche ISD,047,Comanche County,14,Abilene,72,100,42,100,43,43,29,29,1,1
047902001,De Leon H S,047902,De Leon ISD,047,Comanche County,14,Abilene,44,98,0,100,22,21,22,22,1,1
047903001,Gustine School,047903,Gustine ISD,047,Comanche County,14,Abilene,14,100,9,100,0,0,0,0,1,1
047905001,Sidney School,047905,Sidney ISD,047,Comanche County,14,Abilene,9,100,0,0,0,0,0,0,1,1
048901001,Eden CISD,048901,Eden CISD,048,Concho County,15,San Angelo,11,100,6,100,0,0,0,0,1,1
048903001,Paint Rock School,048903,Paint Rock ISD,048,Concho County,15,San Angelo,20,100,7,100,11,11,9,9,1,1
049901001,Gainesville H S,049901,Gainesville ISD,049,Cooke County,11,Fort Worth,199,94,105,95,116,109,83,78,2,1
049902001,Muenster H S,049902,Muenster ISD,049,Cooke County,11,Fort Worth,40,100,0,0,5,5,35,35,2,1
049903001,Valley View H S,049903,Valley View ISD,049,Cooke County,11,Fort Worth,55,96,16,100,20,20,35,33,2,1
049905001,Callisburg H S,049905,Callisburg ISD,049,Cooke County,11,Fort Worth,78,97,7,86,29,27,49,49,2,1
049906001,Era School,049906,Era ISD,049,Cooke County,11,Fort Worth,44,98,0,0,11,10,33,33,2,1
049907001,Lindsay H S,049907,Lindsay ISD,049,Cooke County,11,Fort Worth,46,100,0,0,0,0,0,0,2,1
050901001,Evant H S,050901,Evant ISD,050,Coryell County,12,Waco,18,94,0,0,8,8,10,9,1,1
050902001,Gatesville H S,050902,Gatesville ISD,050,Coryell County,12,Waco,195,91,41,90,86,72,109,106,1,1
050904001,Oglesby School,050904,Oglesby ISD,050,Coryell County,12,Waco,15,93,0,0,9,9,6,5,1,1
050909001,Jonesboro School,050909,Jonesboro ISD,050,Coryell County,12,Waco,21,91,0,0,11,10,10,9,1,1
050910001,Copperas Cove H S,050910,Copperas Cove ISD,050,Coryell County,12,Waco,500,96,126,95,218,207,282,274,1,1
050910005,Crossroads H S,050910,Copperas Cove ISD,050,Coryell County,12,Waco,75,45,21,38,52,21,23,13,1,1
051901001,Paducah School,051901,Paducah ISD,051,Cottle County,17,Lubbock,14,100,0,100,0,0,0,0,1,1
052901001,Crane H S,052901,Crane ISD,052,Crane County,18,Midland,85,94,61,95,34,32,51,48,1,1
053001001,Ozona H S,053001,Crockett County Consolidated CSD,053,Crockett County,15,San Angelo,51,100,43,100,27,27,24,24,1,1
054901001,Crosbyton Secondary,054901,Crosbyton CISD,054,Crosby County,17,Lubbock,15,93,9,89,0,0,0,0,1,1
054902001,Lorenzo ISD,054902,Lorenzo ISD,054,Crosby County,17,Lubbock,16,88,0,85,11,9,5,5,1,1
054903001,Ralls H S,054903,Ralls ISD,054,Crosby County,17,Lubbock,37,97,31,100,29,28,8,8,1,1
054903002,Recovery Education Campus,054903,Ralls ISD,054,Crosby County,17,Lubbock,0,0,0,0,0,0,0,0,1,1
055901001,Van Horn School,055901,Culberson County-Allamoore ISD,055,Culberson County,18,Midland,30,97,0,96,21,20,9,9,1,1
056901001,Dalhart H S,056901,Dalhart ISD,056,Dallam County,16,Amarillo,128,99,73,99,56,55,72,72,1,1
056902001,Texline School,056902,Texline ISD,056,Dallam County,16,Amarillo,10,100,5,100,5,5,5,5,1,1
057802001,Pegasus Charter H S,057802,Pegasus School Of Liberal Arts And,057,Dallas County,10,Richardson,30,100,23,100,0,0,0,0,1,1
057803002,Uplift Education-North Hills Prep,057803,Uplift Education,057,Dallas County,10,Richardson,124,100,24,100,24,24,100,100,1,2
057803004,Uplift Williams Preparatory H S,057803,Uplift Education,057,Dallas County,10,Richardson,109,98,109,98,99,97,10,10,1,2
057803005,Uplift Luna Preparatory H S,057803,Uplift Education,057,Dallas County,10,Richardson,87,100,66,100,73,73,14,14,1,2
057803006,Uplift Heights Preparatory H S,057803,Uplift Education,057,Dallas County,10,Richardson,127,99,116,99,104,103,23,23,1,2
057803007,Uplift Hampton Preparatory H S,057803,Uplift Education,057,Dallas County,10,Richardson,66,99,0,96,48,47,18,18,1,2
057803009,Uplift Summit International H S,057803,Uplift Education,057,Dallas County,10,Richardson,69,99,40,98,56,55,13,13,1,1
057803010,Uplift Peak Preparatory H S,057803,Uplift Education,057,Dallas County,10,Richardson,84,100,79,100,75,75,9,9,1,2
057803013,Uplift Infinity H S,057803,Uplift Education,057,Dallas County,10,Richardson,76,99,61,98,44,44,32,31,1,1
057803014,Uplift Mighty H S,057803,Uplift Education,057,Dallas County,10,Richardson,62,89,52,89,49,46,13,9,1,1
057804001,Texans Can Academy - Dallas North,057804,Texans Can Academies,057,Dallas County,10,Richardson,225,20,125,20,171,44,54,2,1,1
057804002,Texans Can Academy - Oak Cliff,057804,Texans Can Academies,057,Dallas County,10,Richardson,432,27,334,30,365,109,67,9,1,1
057804003,Texans Can Academy - Carrollton-Fa,057804,Texans Can Academies,057,Dallas County,10,Richardson,225,24,188,25,184,53,41,1,1,1
057804004,Texans Can Academy - Pleasant Grov,057804,Texans Can Academies,057,Dallas County,10,Richardson,314,24,168,26,276,73,38,2,1,1
057804005,Texans Can Academy - Grant East,057804,Texans Can Academies,057,Dallas County,10,Richardson,205,15,37,19,171,29,34,2,1,1
057804006,Texans Can Academy - Austin,057804,Texans Can Academies,057,Dallas County,10,Richardson,287,8,223,8,189,21,98,3,1,1
057804007,Texans Can Academy - Fort Worth We,057804,Texans Can Academies,057,Dallas County,10,Richardson,214,29,108,27,161,51,53,10,1,1
057804008,Texans Can Academy - Fort Worth La,057804,Texans Can Academies,057,Dallas County,10,Richardson,319,13,187,13,250,38,69,2,1,1
057804009,Texans Can Academy - Houston North,057804,Texans Can Academies,057,Dallas County,10,Richardson,247,16,126,16,193,36,54,3,1,1
057804010,Texans Can Academy - Houston Hobby,057804,Texans Can Academies,057,Dallas County,10,Richardson,242,12,153,11,200,27,42,2,1,1
057804011,Texans Can Academy - San Antonio,057804,Texans Can Academies,057,Dallas County,10,Richardson,232,16,190,16,171,33,61,4,1,1
057804012,Texans Can Academy - Houston South,057804,Texans Can Academies,057,Dallas County,10,Richardson,239,14,137,12,165,28,74,6,1,1
057804013,Texans Can Academy - Garland,057804,Texans Can Academies,057,Dallas County,10,Richardson,177,20,99,16,135,29,42,6,1,1
057806101,Advantage Academy,057806,Advantage Academy,057,Dallas County,10,Richardson,31,100,20,100,18,18,13,13,1,1
057807001,Life School Oak Cliff,057807,Life School,057,Dallas County,10,Richardson,115,100,62,100,90,90,25,25,1,1
057807002,Life H S Waxahachie,057807,Life School,057,Dallas County,10,Richardson,224,98,53,96,86,84,138,136,1,1
057808101,Universal Academy,057808,Universal Academy,057,Dallas County,10,Richardson,21,95,6,100,10,10,11,10,1,1
057808102,Universal Academy - Coppell,057808,Universal Academy,057,Dallas County,10,Richardson,7,86,0,0,0,0,7,6,1,1
057814001,Dallas County Juvenile Justice,057814,Academy For Academic Excellence,057,Dallas County,10,Richardson,0,0,0,0,0,0,0,0,1,1
057819001,Jean Massieu Academy,057819,Jean Massieu Academy,057,Dallas County,10,Richardson,5,100,5,100,0,0,0,0,1,1
057828001,Winfree Academy Charter School (Ir,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,74,31,40,28,34,12,40,11,1,1
057828002,Winfree Academy Charter School (Le,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,88,50,40,35,46,23,42,21,1,1
057828003,Winfree Academy Charter School (Ri,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,136,39,51,31,44,14,92,39,1,1
057828004,Winfree Academy Charter School - G,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,89,45,33,39,58,26,31,14,1,1
057828005,Winfree Academy North Richland Hil,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,133,41,56,36,63,27,70,28,1,1
057828006,Winfree Academy Charter School Dal,057828,Winfree Academy Charter Schools,057,Dallas County,10,Richardson,78,30,27,22,39,13,39,10,1,1
057830002,Inspired Vision Academy Secondary,057830,Inspired Vision Academy,057,Dallas County,10,Richardson,77,97,71,97,0,0,0,0,1,1
057831002,Gateway Charter Academy - Middle -,057831,Gateway Charter Academy,057,Dallas County,10,Richardson,22,100,0,0,12,12,10,10,1,1
